type,Ques No.,ACC No,Member asking,PARTY,Executive,Date of publication,Due Date,Date replied to,Response,Status,NOTES,CLUSTER,Question Day,pmg_id,member_id,department,member_match
written,3257,NW3385E,Mr N I Nxumalo,MK,Employment and Labour,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-26,Late,A,,,,,2111,Employment and Labour,member_name
written,3258,NW3386E,Mr N I Nxumalo,MK,Employment and Labour,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-26,Late,A,,,,,2111,Employment and Labour,member_name
written,3259,NW3387E,Mr Z E Mthethwa,MK,Home Affairs,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-29,Late,A,,,,38527,1999,Home Affairs,pmg_code
written,3260,NW3388E,Mr Z E Mthethwa,MK,Home Affairs,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-29,Late,A,,,,38738,1999,Home Affairs,pmg_code
written,3261,NW3389E,Mr Z E Mthethwa,MK,International Relations and Cooperation,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,,2099,International Relations and Cooperation,member_name
written,3262,NW3390E,Mr M P Msezane,MK,Home Affairs,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38789,916,Home Affairs,pmg_code
written,3263,NW3391E,Mr M P Msezane,MK,Police,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38528,2178,Police,pmg_code
written,3264,NW3392E,Mr M P Msezane,MK,"Trade, Industry and Competition","Friday, May 29, 2026","Friday, June 12, 2026",2026-06-26,Late,A,,,,38548,2178,"Trade, Industry and Competition",pmg_code
written,3265,NW3393E,Mr S W Mkhize,MK,Basic Education,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-24,Late,A,,,,,2357,Basic Education,member_name
written,3266,NW3394E,Mr S W Mkhize,MK,Basic Education,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,,2357,Basic Education,member_name
written,3267,NW3395E,Mr S R Moodley,MK,Tourism,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-26,Late,A,,,,,2095,Tourism,member_name
written,3268,NW3396E,Mr S R Moodley,MK,Police,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-25,Late,A,,,,,2095,Police,member_name
written,3269,NW3397E,Ms S I Nkosi,MK,"Sports, Arts and Culture","Friday, May 29, 2026","Friday, June 12, 2026",2026-06-11,Timeous,A,,,,,2383,"Sports, Arts and Culture",member_name
written,3270,NW3398E,Ms S I Nkosi,MK,"Trade, Industry and Competition","Friday, May 29, 2026","Friday, June 12, 2026",2026-06-26,Late,A,,,,38532,2043,"Trade, Industry and Competition",pmg_code
written,3271,NW3399E,Ms P P Mngadi,MK,"Trade, Industry and Competition","Friday, May 29, 2026","Friday, June 12, 2026",2026-06-26,Late,A,,,,,2103,"Trade, Industry and Competition",member_name
written,3272,NW3400E,Ms P P Mngadi,MK,"Trade, Industry and Competition","Friday, May 29, 2026","Friday, June 12, 2026",2026-06-26,Late,A,,,,38790,1077,"Trade, Industry and Competition",pmg_code
written,3273,NW3401E,Ms P P Mngadi,MK,"Trade, Industry and Competition","Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38791,1077,"Trade, Industry and Competition",pmg_code
written,3274,NW3402E,Mr T T S Kubheka,MK,Transport,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-10,Timeous,A,,,,38621,2011,Transport,pmg_code
written,3275,NW3403E,Mr T T S Kubheka,MK,Transport,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-23,Late,A,,,,38622,2011,Transport,pmg_code
written,3276,NW3404E,Ms P Mkhize,MK,"Trade, Industry and Competition","Friday, May 29, 2026","Friday, June 12, 2026",2026-06-26,Late,A,,,,,2363,"Trade, Industry and Competition",member_name
written,3277,NW3407E,Mr Mkongi,MK,Defence and Military Veterans,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,,698,Defence and Military Veterans,member_name
written,3278,NW3408E,Mr Mkongi,MK,Defence and Military Veterans,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,,698,Defence and Military Veterans,member_name
written,3279,NW3409E,Mr G Motaung,MK,"Sports, Arts and Culture","Friday, May 29, 2026","Friday, June 12, 2026",2026-06-11,Timeous,A,,,,,2358,"Sports, Arts and Culture",member_name
written,3280,NW3410E,Mr G Motaung,MK,"Sports, Arts and Culture","Friday, May 29, 2026","Friday, June 12, 2026",2026-06-11,Timeous,A,,,,38739,701,"Sports, Arts and Culture",pmg_code
written,3281,NW3411E,Mr L D Selepe,MK,Mineral and Petroleum Resources,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-12,Timeous,A,,,,38852,441,Mineral and Petroleum Resources,pmg_code
written,3282,NW3412E,Mr L D Selepe,MK,Mineral and Petroleum Resources,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,,2122,Mineral and Petroleum Resources,member_name
written,3283,NW3413E,Mr D M Skosana,MK,Electricity and Energy,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-24,Late,A,,,,,2123,Electricity and Energy,member_name
written,3284,NW3414E,Mr D M Skosana,MK,Health,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,,2123,Health,member_name
written,3285,NW3415E,Mr C V Shongwe,MK,Police,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-25,Late,A,,,,38719,2047,Police,pmg_code
written,3286,NW3416E,Mr C V Shongwe,MK,Police,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38502,1080,Police,pmg_code
written,3287,NW3417E,Mrs M O Clarke,DA,Health,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38503,1080,Health,pmg_code
written,3288,NW3418E,Mrs M O Clarke,DA,Health,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,,1077,Health,member_name
written,3289,NW3419E,Mrs M O Clarke,DA,Health,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38504,2018,Health,pmg_code
written,3290,NW3420E,Mr I Cameron,DA,Police,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38424,2018,Police,pmg_code
written,3291,NW3421E,Mr I Cameron,DA,Police,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-26,Late,A,,,,38505,2018,Police,pmg_code
written,3292,NW3422E,Mr I Cameron,DA,Police,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-26,Late,A,,,,38506,1807,Police,pmg_code
written,3293,NW3423E,Ms Singh,DA,Minister in The Presidency,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38425,1807,Minister in The Presidency,pmg_code
written,3294,NW3424E,Ms Singh,DA,Minister in The Presidency,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38828,1839,Minister in The Presidency,pmg_code
written,3295,NW3425E,Mr E M Bath,DA,Public Works and Infrastructure,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38334,1715,Public Works and Infrastructure,pmg_code
written,3296,NW3426E,Ms K A Christie,DA,Public Works and Infrastructure,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,,2052,Public Works and Infrastructure,member_name
written,3297,NW3427E,Adv G Breytenbach,DA,President of the Republic,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,,494,President of the Republic,member_name
written,3298,NW3428E,Ms H Ismail,DA,Tourism,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-25,Late,A,,,,,1268,Tourism,member_name
written,3299,NW3429E,Ms H Ismail,DA,Tourism,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-18,Late,A,,,,,1268,Tourism,member_name
written,3300,NW3430E,Ms C Labuschagne,DA,Cooperative Governance and Traditional Affairs,"Friday, May 29, 2026","Friday, June 12, 2026",2026-06-19,Late,A,,,,,770,Cooperative Governance and Traditional Affairs,member_name
written,3301,NW3431E,Ms C Labuschagne,DA,"Planning, Monitoring and Evaluation","Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38533,1844,"Planning, Monitoring and Evaluation",pmg_code
written,3302,NW3432E,Ms K A Christie,DA,"Planning, Monitoring and Evaluation","Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38596,1329,"Planning, Monitoring and Evaluation",pmg_code
written,3303,NW3433E,Mr H C C Krüger,DA,Health,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38740,640,Health,pmg_code
written,3304,NW3434E,Ms B S Masango,DA,Social Development,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38507,640,Social Development,pmg_code
written,3305,NW3435E,Ms B S Masango,DA,Social Development,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38480,640,Social Development,pmg_code
written,3306,NW3436E,Ms N Sharif,DA,Social Development,"Friday, May 29, 2026","Friday, June 12, 2026",,Late,U,,,,38481,855,Social Development,pmg_code
written,3307,NW3262E,Mr K J Mileham,DA,Electricity and Energy,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,441,Electricity and Energy,member_name
written,3308,NW3306E,Mr C G Niehaus,EFF,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1908,Basic Education,member_name
written,3309,NW3307E,Mr C G Niehaus,EFF,Defence and Military Veterans,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1908,Defence and Military Veterans,member_name
written,3310,NW3330E,Ms S Gcilishe,EFF,Cooperative Governance and Traditional Affairs,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-19,Timeous,A,,,,38589,2030,Cooperative Governance and Traditional Affairs,pmg_code
written,3311,NW3339E,Dr K Litchfield-Tshabalala,MK,Cooperative Governance and Traditional Affairs,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-19,Timeous,A,,,,38542,2383,Cooperative Governance and Traditional Affairs,pmg_code
written,3312,NW3446E,Mr S L Dithebe,ANC,Human Settlements,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-25,Late,A,,,,,2030,Human Settlements,member_name
written,3313,NW3448E,Mr M Dlelanga,ANC,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-17,Timeous,A,,,,,1480,Water and Sanitation,member_name
written,3314,NW3449E,Ms T E Magagula,ANC,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1100,Basic Education,member_name
written,3315,NW3451E,Ms F L Shabangu,ANC,Health,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,,1998,Health,member_name
written,3316,NW3452E,Ms J Q Khumalo,ANC,Health,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,38792,1774,Health,pmg_code
written,3317,NW3453E,Ms J Q Khumalo,ANC,Health,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2002,Health,member_name
written,3318,NW3454E,Ms M L Mmolotsane,ANC,"Sports, Arts and Culture","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-22,Timeous,A,,,,,2046,"Sports, Arts and Culture",member_name
written,3319,NW3455E,Ms I M Mbiyo,ANC,"Sports, Arts and Culture","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-22,Timeous,A,,,,,2065,"Sports, Arts and Culture",member_name
written,3320,NW3456E,Ms K C Tlhong,ANC,Social Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2006,Social Development,member_name
written,3321,NW3457E,Mr K S Ramaila,ANC,Social Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38426,2334,Social Development,pmg_code
written,3322,NW3458E,Ms B M Kegakilwe,ANC,Human Settlements,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-25,Late,A,,,,,2004,Human Settlements,member_name
written,3323,NW3459E,Mr S T D Louw,ANC,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-24,Late,A,,,,,2024,Basic Education,member_name
written,3324,NW3460E,Ms P P Xaba-Ntshaba,ANC,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38816,2124,Basic Education,pmg_code
written,3325,NW3461E,Ms Y Govana,ANC,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38817,2124,Basic Education,pmg_code
written,3326,NW3462E,Ms K J Maimela,ANC,Higher Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38818,2124,Higher Education,pmg_code
written,3327,NW3463E,Ms Y Govana,ANC,Higher Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1946,Higher Education,member_name
written,3328,NW3465E,Mr G D Kgabo,ANC,Higher Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38829,2099,Higher Education,pmg_code
written,3329,NW3466E,Mr G D Kgabo,ANC,Higher Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2008,Higher Education,member_name
written,3330,NW3467E,Mr S L Dithebe,ANC,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-24,Late,A,,,,,2030,Water and Sanitation,member_name
written,3331,NW3468E,Mr M Dlelanga,ANC,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-07-01,Late,A,,,,,1480,Water and Sanitation,member_name
written,3332,NW3469E,Mr K S Ramaila,ANC,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-24,Late,A,,,,,1985,Water and Sanitation,member_name
written,3333,NW3470E,Mr S Mahlangu,ANC,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-17,Timeous,A,,,,38830,2101,Water and Sanitation,pmg_code
written,3334,NW3473E,Dr M A Maimane,BOSA,Higher Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38336,818,Higher Education,pmg_code
written,3335,NW3474E,Dr M A Maimane,BOSA,Higher Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,583,Higher Education,member_name
written,3336,NW3475E,Dr M A Maimane,BOSA,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-24,Late,A,,,,38793,2098,Basic Education,pmg_code
written,3337,NW3476E,Ms N L Hlazo-Webster,BOSA,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2029,Basic Education,member_name
written,3338,NW3479E,Mr T I Gamede,MK,Human Settlements,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38623,2135,Human Settlements,pmg_code
written,3339,NW3481E,Ms S I Nkosi,MK,"Sports, Arts and Culture","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-22,Timeous,A,,,,38238,2356,"Sports, Arts and Culture",pmg_code
written,3340,NW3482E,Mr G Motaung,MK,"Sports, Arts and Culture","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-22,Timeous,A,,,,38720,2356,"Sports, Arts and Culture",pmg_code
written,3341,NW3483E,Mr M P Msezane,MK,Higher Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38794,2356,Higher Education,pmg_code
written,3342,NW3484E,Mr M P Msezane,MK,Higher Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38427,2100,Higher Education,pmg_code
written,3343,NW3486E,Ms N A Mtshweni,MK,Social Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38795,817,Social Development,pmg_code
written,3344,NW3487E,Ms N A Mtshweni,MK,Social Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38625,817,Social Development,pmg_code
written,3345,NW3488E,Ms Z S Abader,MK,Human Settlements,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-25,Late,A,,,,,2077,Human Settlements,member_name
written,3346,NW3489E,Mr V G Reddy,MK,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-10,Timeous,A,,,,38741,1845,Water and Sanitation,pmg_code
written,3347,NW3490E,Mr V G Reddy,MK,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-07-01,Late,A,,,,,2120,Water and Sanitation,member_name
written,3348,NW3491E,Mr M P Motubatse,MK,Health,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-29,Late,A,,,,38486,482,Health,pmg_code
written,3349,NW3492E,Mr M P Motubatse,MK,Health,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,38487,482,Health,pmg_code
written,3350,NW3493E,Ms P P Mngadi,MK,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-25,Late,A,,,,38529,2111,Basic Education,pmg_code
written,3351,NW3494E,Ms P P Mngadi,MK,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2103,Basic Education,member_name
written,3352,NW3495E,Mr M J Matutu,MK,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-10,Timeous,A,,,,38409,2075,Water and Sanitation,pmg_code
written,3353,NW3496E,Mr M J Matutu,MK,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-17,Timeous,A,,,,38598,2357,Water and Sanitation,pmg_code
written,3354,NW3497E,Mr S W Mkhize,MK,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38599,2120,Basic Education,pmg_code
written,3355,NW3498E,Mr S W Mkhize,MK,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-24,Late,A,,,,38565,2120,Basic Education,pmg_code
written,3356,NW3499E,Dr L W Mahlatsi,UAT,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-25,Late,A,,,,38566,2120,Basic Education,pmg_code
written,3357,NW3500E,Ms D E James,ActionSA,Social Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2043,Social Development,member_name
written,3358,NW3501E,Dr T K S Letlape,ActionSA,Health,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,,1938,Health,member_name
written,3359,NW3504E,Mr M Shikwambana,EFF,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38530,2081,Basic Education,pmg_code
written,3360,NW3507E,Ms M Dlamini,EFF,Human Settlements,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-25,Late,A,,,,38819,2093,Human Settlements,pmg_code
written,3361,NW3508E,Mr S Lonzi,EFF,Higher Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38820,2093,Higher Education,pmg_code
written,3362,NW3510E,Ms B K Diale,EFF,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-17,Timeous,A,,,,,1177,Water and Sanitation,member_name
written,3363,NW3511E,Mr E Mthethwa,EFF,"Sports, Arts and Culture","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-22,Timeous,A,,,,38744,2103,"Sports, Arts and Culture",pmg_code
written,3364,NW3512E,Ms P Marais,EFF,Social Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38745,2103,Social Development,pmg_code
written,3365,NW3516E,Mr S L Ngcobo,IFP,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-24,Late,A,,,,,1368,Basic Education,member_name
written,3366,NW3517E,Mr A K Ngobese,IFP,Human Settlements,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2369,Human Settlements,member_name
written,3367,NW3518E,Mr N M Hadebe,IFP,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1777,Water and Sanitation,member_name
written,3368,NW3519E,Mr C J Poole,DA,Human Settlements,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1897,Human Settlements,member_name
written,3369,NW3522E,Dr K W du P le Roux,DA,Health,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38802,2383,Health,pmg_code
written,3370,NW3524E,Ms L R Potgieter,DA,"Sports, Arts and Culture","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-22,Timeous,A,,,,,2061,"Sports, Arts and Culture",member_name
written,3371,NW3525E,Mr J J McGluwa,DA,"Sports, Arts and Culture","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-22,Timeous,A,,,,,740,"Sports, Arts and Culture",member_name
written,3372,NW3526E,Dr D C Christians,DA,Higher Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1444,Higher Education,member_name
written,3373,NW3527E,Ms N Sharif,DA,Social Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1383,Social Development,member_name
written,3374,NW3529E,Ms N Sharif,DA,Social Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1383,Social Development,member_name
written,3375,NW3530E,Dr D C Christians,DA,Higher Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1444,Higher Education,member_name
written,3376,NW3531E,Mr J J McGluwa,DA,"Sports, Arts and Culture","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-22,Timeous,A,,,,38835,1080,"Sports, Arts and Culture",pmg_code
written,3377,NW3533E,Ms C Jordaan,DA,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-24,Late,A,,,,38552,1080,Basic Education,pmg_code
written,3378,NW3534E,Dr K W du P le Roux,DA,Health,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-29,Late,A,,,,38551,2018,Health,pmg_code
written,3379,NW3535E,Mr S J Moore,DA,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-17,Timeous,A,,,,,1839,Water and Sanitation,member_name
written,3380,NW3536E,Ms B S Masango,DA,Social Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38747,1908,Social Development,pmg_code
written,3381,NW3537E,Ms B S Masango,DA,Social Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,712,Social Development,member_name
written,3382,NW3538E,Mr C J Poole,DA,Human Settlements,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1897,Human Settlements,member_name
written,3383,NW3539E,Ms K L Khakhau,DA,Higher Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38748,2019,Higher Education,pmg_code
written,3384,NW3540E,Mr S S Zibi,Rise Mzansi,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1999,Basic Education,member_name
written,3385,NW3541E,Mr S M Gana,Rise Mzansi,Police,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1084,Police,member_name
written,3386,NW3542E,Mr S M Gana,Rise Mzansi,"Trade, Industry and Competition","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-26,Late,A,,,,,1084,"Trade, Industry and Competition",member_name
written,3387,NW3543E,Mr S S Zibi,Rise Mzansi,Cooperative Governance and Traditional Affairs,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-19,Timeous,A,,,,,1999,Cooperative Governance and Traditional Affairs,member_name
written,3388,NW3545E,Mr S S Zibi,Rise Mzansi,"Trade, Industry and Competition","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-26,Late,A,,,,38721,1366,"Trade, Industry and Competition",pmg_code
written,3389,NW3546E,Dr W J Boshoff,FF Plus,Justice and Constitutional Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1328,Justice and Constitutional Development,member_name
written,3390,NW3566E,Mr C M Dugmore,ANC,Home Affairs,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-29,Late,A,,,,,916,Home Affairs,member_name
written,3391,NW3567E,Mr R A P Trollip,ActionSA,Cooperative Governance and Traditional Affairs,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-19,Timeous,A,,,,,2178,Cooperative Governance and Traditional Affairs,member_name
written,3392,NW3568E,Mr R A P Trollip,ActionSA,"Sports, Arts and Culture","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-22,Timeous,A,,,,,2178,"Sports, Arts and Culture",member_name
written,3393,NW3569E,Ms L M Ngobeni,ActionSA,Home Affairs,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38722,1084,Home Affairs,pmg_code
written,3394,NW3570E,Ms L M Ngobeni,ActionSA,Defence and Military Veterans,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2059,Defence and Military Veterans,member_name
written,3395,NW3571E,Ms L M Ngobeni,ActionSA,Small Business Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2059,Small Business Development,member_name
written,3396,NW3573E,Ms D E James,ActionSA,Police,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2043,Police,member_name
written,3397,NW3574E,Ms D E James,ActionSA,Land Reform and Rural Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38664,1972,Land Reform and Rural Development,pmg_code
written,3398,NW3575E,Ms D E James,ActionSA,"Sports, Arts and Culture","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-22,Timeous,A,,,,,2043,"Sports, Arts and Culture",member_name
written,3399,NW3576E,Mr A D Beesley,ActionSA,Finance,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1937,Finance,member_name
written,3400,NW3577E,Mrs M O Clarke,DA,Health,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-29,Late,A,,,,,1077,Health,member_name
written,3401,NW3578E,Mrs M O Clarke,DA,Health,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-29,Late,A,,,,,1077,Health,member_name
written,3402,NW3580E,Ms L Schickerling,DA,Police,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-25,Late,A,,,,38836,1970,Police,pmg_code
written,3403,NW3581E,Ms L Schickerling,DA,Police,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-25,Late,A,,,,,2011,Police,member_name
written,3404,NW3582E,Ms L Schickerling,DA,Police,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2011,Police,member_name
written,3405,NW3583E,Ms L M Maseko,DA,Land Reform and Rural Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,918,Land Reform and Rural Development,member_name
written,3406,NW3584E,Ms L M Maseko,DA,Land Reform and Rural Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,918,Land Reform and Rural Development,member_name
written,3407,NW3585E,Ms L M Maseko,DA,Land Reform and Rural Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,918,Land Reform and Rural Development,member_name
written,3408,NW3586E,Mr R Smith,DA,International Relations and Cooperation,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38639,1972,International Relations and Cooperation,pmg_code
written,3409,NW3587E,Mr R Smith,DA,International Relations and Cooperation,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2032,International Relations and Cooperation,member_name
written,3410,NW3588E,Mr R W T Chance,DA,"Trade, Industry and Competition","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-26,Late,A,,,,38805,1290,"Trade, Industry and Competition",pmg_code
written,3411,NW3589E,Mr K J Mileham,DA,Electricity and Energy,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,441,Electricity and Energy,member_name
written,3412,NW3591E,Mr S Zondi,DA,Mineral and Petroleum Resources,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-26,Late,A,,,,,1962,Mineral and Petroleum Resources,member_name
written,3413,NW3592E,Mr E M Bath,DA,Public Works and Infrastructure,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2047,Public Works and Infrastructure,member_name
written,3414,NW3593E,Mr E M Bath,DA,Public Works and Infrastructure,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2047,Public Works and Infrastructure,member_name
