Code,PMG,Register,Scrape
NW1482,1,1,1
NW1483,1,1,1
NW1484,1,1,1
NW1485,1,1,1
NW1486,1,1,1
NW1487,1,1,1
NW1488,1,1,1
NW1489,0,1,0
NW149,1,1,0
NW1490,0,1,1
NW1491,1,1,1
NW1492,1,1,1
NW1493,1,1,1
NW1494,1,1,0
NW1495,1,1,1
NW1496,1,1,0
NW1497,1,1,1
NW1498,1,1,1
NW1499,1,1,1
NW15,1,1,0
NW150,1,1,0
NW1500,1,1,1
NW1501,1,1,0
NW1502,1,1,1
NW1503,1,1,1
NW1504,0,1,0
NW1505,1,1,0
NW1506,1,1,1
NW1507,1,1,1
NW1508,1,1,1
NW1509,1,1,1
NW151,1,1,1
NW1510,1,0,1
NW1511,1,1,0
NW1512,1,1,1
NW1513,1,1,1
NW1514,1,1,1
NW1515,1,1,1
NW1516,1,1,1
NW1517,1,1,1
NW1518,0,1,1
NW1518.,1,0,0
NW1519,1,1,1
NW152,1,1,0
NW1520,1,1,1
NW1521,1,1,1
NW1522,1,1,1
NW1523,1,1,1
NW1524,0,1,0
NW1525,1,1,1
NW1526,1,1,1
NW1527,1,1,1
NW1528,1,1,1
NW1529,1,1,0
NW153,1,1,1
NW1530,1,1,0
NW1531,1,1,0
NW1532,1,1,1
NW1533,1,1,1
NW1534,0,1,1
NW1535,1,1,1
NW1536,1,1,1
NW1537,1,1,1
NW1538,1,1,1
NW1539,1,1,1
NW154,1,1,1
NW1540,0,1,1
NW1541,1,0,1
NW1542,1,1,1
NW1543,0,1,0
NW1544,1,1,0
NW1545,1,1,1
NW1546,1,1,1
NW1547,1,1,1
NW1548,1,1,1
NW1549,1,1,1
NW155,1,1,0
NW1550,0,1,1
NW1551,1,1,1
NW1552,1,1,1
NW1553,1,1,1
NW1554,1,1,1
NW1555,1,1,1
NW1556,1,1,1
NW1557,0,1,0
NW1558,1,1,1
NW1559,1,1,0
NW156,1,1,1
NW1560,0,1,1
NW1561,0,1,1
NW1562,1,1,1
NW1563,1,1,1
NW1564,1,1,0
NW1565,1,1,1
NW1566,1,1,1
NW1567,1,1,1
NW1568,1,1,1
NW1569,1,1,1
NW157,1,1,0
NW1570,1,1,0
NW1571,1,1,0
NW1572,1,1,1
NW1573,1,1,1
NW1574,1,1,1
NW1575,1,1,1
NW1576,0,1,1
NW1577,1,1,1
NW1578,1,1,1
NW1579,1,1,1
NW158,1,1,1
NW1580,1,1,1
NW1581,1,1,1
NW1582,1,1,1
NW1583,0,1,1
NW1584,0,1,1
NW1585,1,1,1
NW1586,0,1,1
NW1587,1,0,0
NW1588,1,1,1
NW1589,1,1,1
NW159,1,1,0
NW1590,1,1,1
NW1591,1,1,1
NW1592,1,1,1
NW1593,1,1,1
NW1594,1,1,1
NW1595,1,1,1
NW1596,1,1,1
NW1597,1,1,1
NW1598,0,1,0
NW1599,1,1,1
NW16,1,1,0
NW160,1,1,1
NW1600,1,1,1
NW1601,1,1,1
NW1602,1,1,1
NW1603,1,1,1
NW1604,0,1,1
NW1605,1,1,1
NW1606,1,1,1
NW1607,1,1,1
NW1608,1,1,1
NW1609,1,1,1
NW161,1,1,0
NW1610,1,1,1
NW1611,1,1,1
NW1612,1,1,1
NW1613,1,1,1
NW1614,1,1,1
NW1615,1,1,1
NW1616,1,1,1
NW1617,1,1,1
NW1618,1,1,1
NW1619,1,1,1
NW162,1,1,1
NW1620,1,1,1
NW1621,1,1,1
NW1622,1,1,1
NW1623,1,1,1
NW1624,1,1,1
NW1625,1,1,1
NW1626,1,1,1
NW1627,1,1,1
NW1628,1,1,1
NW1629,1,1,1
NW163,1,1,0
NW1630,1,1,1
NW1631,1,0,1
NW1632,0,1,1
NW1632.,1,0,0
NW1633,0,1,1
NW1633.,1,0,0
NW1635,0,1,0
NW1636,0,1,0
NW1637,0,1,0
NW1638,1,0,1
NW1639,1,1,1
NW164,1,1,0
NW1640,1,1,1
NW1641,1,1,1
NW1642,1,1,1
NW1643,1,1,1
NW1644,1,1,1
NW1645,1,1,1
NW1646,1,1,1
NW1647,0,1,1
NW1648,1,1,1
NW1649,1,1,1
NW165,0,1,0
NW1650,1,1,1
NW1651,1,1,1
NW1652,1,1,1
NW1653,0,1,0
NW1654,0,1,0
NW1655,1,1,1
NW1656,1,0,1
NW1657,1,0,0
NW1658,1,1,0
NW1659,1,1,1
NW166,0,1,0
NW1660,1,1,1
NW1661,1,1,0
NW1662,1,0,0
NW1663,1,1,0
NW1664,1,1,1
NW1665,1,1,1
NW1666,1,1,1
NW1667,0,1,1
NW1668,0,0,1
NW1669,0,1,0
NW167,0,1,0
NW1670,1,1,1
NW1671,1,0,1
NW1672,1,0,1
NW1673,1,1,1
NW1674,1,1,1
NW1675,1,1,1
NW1676,1,1,1
NW1677,1,1,1
NW1678,1,1,0
NW1679,1,1,1
NW168,0,1,0
NW1680,1,1,1
NW1681,1,1,1
NW1682,1,1,1
NW1683,1,0,1
NW1684,1,1,1
NW1685,1,0,0
NW1686,1,1,0
NW1687,1,1,1
NW1688,1,0,1
NW1689,1,0,0
NW169,0,1,0
NW1690,1,0,1
NW1691,1,0,1
NW1692,1,0,1
NW1693,1,0,1
NW1694,1,0,1
NW1695,1,0,1
NW1696,1,0,1
NW1697,1,1,1
NW1698,1,0,1
NW1699,1,0,1
NW17,1,1,1
NW170,1,1,1
NW1701,1,1,1
NW1702,1,1,1
NW1703,1,1,1
NW1704,1,0,1
NW1705,1,1,1
NW1706,1,0,1
NW1707,1,1,1
NW1708,1,1,1
NW1709,1,1,1
NW171,0,1,0
NW1710,1,1,1
NW1711,1,0,1
NW1712,1,0,1
NW1713,1,0,1
NW1714,1,0,1
NW1715,1,0,1
NW1716,1,1,1
NW1717,1,0,1
NW1718,1,0,1
NW1719,1,0,1
NW172,1,1,0
NW1720,0,0,1
NW1721,1,1,1
NW1722,1,1,1
NW1723,1,1,0
NW1724,1,1,1
NW1725,1,1,0
NW1726,0,1,0
NW1727,1,1,1
NW1729,1,1,0
NW173,1,1,0
NW1730,1,0,1
NW1731,1,0,1
NW1732,1,0,1
NW1733,1,1,1
NW1734,1,1,0
NW1735,1,0,1
NW1736,1,0,0
NW1737,1,1,1
NW1738,1,1,0
NW1739,1,0,0
NW174,1,1,1
NW1740,1,0,1
NW1741,1,1,1
NW1742,1,0,1
NW1743,1,0,1
NW1744,1,0,1
NW1745,1,0,1
NW1746,1,1,1
NW1747,1,1,1
NW1748,1,1,1
NW1749,1,1,1
NW175,1,1,1
NW1750,1,1,1
NW1751,1,1,1
NW1752,1,1,1
NW1753,1,1,1
NW1754,1,1,1
NW1755,1,1,1
NW1756,0,1,0
NW1757,1,1,1
NW1758,1,1,1
NW1759,1,1,1
NW176,1,1,1
NW1760,0,1,0
NW1761,1,1,1
NW1762,1,1,1
NW1763,1,1,1
NW1764,1,0,1
NW1765,1,1,1
NW1766,1,1,1
NW1767,1,1,1
NW1768,1,1,0
NW1769,1,1,1
NW177,1,1,0
NW1770,1,1,1
NW1771,1,1,0
NW1772,1,1,1
NW1773,0,1,0
NW1774,1,1,1
NW1775,1,1,1
NW1776,1,1,1
NW1777,1,1,1
NW1778,1,1,1
NW1779,1,1,0
NW178,1,1,1
NW1780,1,1,0
NW1781,1,1,0
NW1782,1,1,1
NW1783,1,1,1
NW1784,1,1,1
NW1785,1,1,1
NW1786,1,1,1
NW1787,1,1,1
NW1788,1,1,0
NW1789,1,1,1
NW179,1,1,1
NW1790,1,0,1
NW1791,1,1,1
NW1792,1,1,1
NW1793,1,1,1
NW1794,1,1,0
NW1795,1,1,1
NW1796,1,1,1
NW1797,1,1,1
NW1798,1,1,1
NW1799,1,1,1
NW18,1,1,1
NW180,1,1,1
NW1800,1,1,0
NW1801,1,1,1
NW1802,1,1,1
NW1803,1,1,1
NW1804,1,1,1
NW1805,1,1,1
NW1806,1,1,1
NW1807,1,1,1
NW1808,1,1,1
NW1809,1,1,1
NW181,1,1,0
NW1810,1,1,1
NW1811,1,1,0
NW1812,0,1,0
NW1813,1,0,1
NW1814,1,1,1
NW1815,1,1,1
NW1816,1,1,1
NW1817,1,1,0
NW1818,1,1,1
NW1819,1,1,1
NW182,1,1,1
NW1820,1,1,1
NW1821,1,0,0
NW1822,1,1,1
NW1823,0,1,1
NW1824,1,1,1
NW1825,1,1,1
NW1826,1,0,1
NW1827,1,1,1
NW1828,1,1,0
NW1829,1,1,1
NW183,1,1,0
NW1830,1,1,0
NW1831,1,1,1
NW1832,1,1,1
NW1833,1,1,1
NW1834,1,0,1
NW1835,1,0,1
NW1836,1,1,0
NW1837,1,1,0
NW1838,0,1,1
NW1839,1,1,0
NW184,1,1,1
NW1840,1,1,1
NW1841,0,1,1
NW1842,1,1,1
NW1843,0,1,1
NW1844,1,1,1
NW1845,1,1,1
NW1846,1,1,1
NW1847,1,1,0
NW1848,1,1,1
NW1849,1,1,0
NW185,1,1,0
NW1850,1,1,1
NW1851,1,1,1
NW1852,1,1,1
NW1853,1,1,1
NW1854,1,1,1
NW1855,1,1,1
NW1856,1,0,1
NW1857,1,1,0
NW1858,1,1,1
NW1859,1,1,1
NW186,1,1,1
NW1860,1,1,0
NW1861,1,1,1
NW1862,1,1,1
NW1863,1,1,1
NW1864,1,1,0
NW1865,1,1,0
NW1866,1,1,0
NW1867,1,1,1
NW1868,1,1,1
NW1869,1,0,0
NW187,1,1,0
NW1870,1,1,1
NW1871,1,1,1
NW1872,1,1,1
NW1873,1,1,1
NW1874,0,1,1
NW1875,1,1,1
NW1876,1,1,1
NW1877,1,1,1
NW1878,1,1,1
NW1879,0,1,1
NW188,0,1,1
NW1880,1,1,1
NW1881,1,1,0
NW1882,1,1,1
NW1883,1,1,1
NW1884,1,1,1
NW1885,1,1,1
NW1886,1,1,1
NW1887,1,0,1
NW1888,1,0,1
NW1889,1,1,1
NW189,1,0,1
NW1890,1,1,1
NW1891,1,1,1
NW1892,1,1,1
NW1893,1,0,1
NW1894,1,0,1
NW1895,1,1,1
NW1896,1,1,0
NW1897,1,1,1
NW1898,1,0,1
NW1899,1,1,1
NW19,1,1,1
NW190,1,1,1
NW1900,1,1,1
NW1901,1,1,0
NW1902,1,1,1
NW1903,1,1,1
NW1904,1,1,0
NW1905,1,0,1
NW1906,1,1,0
NW1907,1,1,1
NW1908,0,1,1
NW1909,1,1,0
NW191,1,1,1
NW1910,1,1,1
NW1911,1,1,1
NW1912,1,1,0
NW1913,1,0,1
NW1914,1,1,1
NW1915,1,1,1
NW1916,1,1,0
NW1917,1,1,1
NW1918,1,1,1
NW1919,1,1,0
NW192,1,1,0
NW1920,1,1,0
NW1921,0,1,1
NW1922,1,1,1
NW1923,1,1,0
NW1924,1,1,0
NW1925,1,1,0
NW1926,1,1,0
NW1927,1,1,0
NW1928,1,1,0
NW1929,1,1,0
NW193,0,1,0
NW1930,1,1,1
NW1931,1,1,0
NW1932,1,1,1
NW1933,0,1,1
NW1934,1,1,1
NW1935,1,0,1
NW1936,0,1,0
NW1937,1,1,1
NW1938,1,1,0
NW1939,1,1,1
NW194,1,1,1
NW1940,1,1,1
NW1941,0,1,0
NW1942,1,1,1
NW1943,1,1,1
NW1944,1,1,1
NW1945,0,1,0
NW1946,1,1,0
NW1947,1,1,1
NW1948,1,1,1
NW1949,0,1,1
NW195,1,1,1
NW1950,1,1,0
NW1951,1,1,1
NW1952,1,1,0
NW1953,1,1,0
NW1954,1,1,0
NW1955,1,1,0
NW1956,0,1,1
NW1957,1,1,0
NW1958,1,1,0
NW1959,1,1,1
NW196,1,1,0
NW1960,1,1,0
NW1961,0,1,1
NW1962,1,1,1
NW1963,1,1,0
NW1964,1,1,1
NW1965,1,1,1
NW1966,1,1,1
NW1967,1,1,0
NW1968,1,1,0
NW1969,0,1,1
NW197,1,1,1
NW1970,1,1,0
NW1971,1,1,0
NW1972,1,1,1
NW1973,1,1,1
NW1974,1,1,1
NW1975,1,1,0
NW1976,1,1,1
NW1977,1,1,1
NW1978,1,1,0
NW1979,0,1,1
NW198,1,1,1
NW1980,1,1,1
NW1981,1,1,1
NW1982,1,1,0
NW1983,1,1,1
NW1984,1,1,0
NW1985,1,1,1
NW1986,1,1,1
NW1987,1,1,1
NW1988,1,1,1
NW1989,1,1,1
NW199,1,1,1
NW1990,1,1,1
NW1991,1,1,1
NW1992,1,1,0
NW1993,1,1,1
NW1994,1,1,0
NW1995,1,1,1
NW1996,1,1,1
NW1997,1,1,0
NW1998,1,1,0
NW1999,1,1,0
NW2,1,1,1
NW20,1,1,0
NW200,1,1,1
NW2000,1,0,0
NW2001,1,1,0
NW2002,1,1,0
NW2003,1,1,1
NW2004,1,1,1
NW2005,1,0,1
NW2006,1,0,0
NW2007,1,1,0
NW2008,1,1,0
NW2009,1,1,0
NW201,1,1,1
NW2010,1,1,1
NW2011,1,1,1
NW2012,1,1,1
NW2013,0,1,0
NW2014,1,1,1
NW2015,1,1,1
NW2016,1,1,1
NW2017,1,1,1
NW2018,1,1,0
NW2019,0,1,1
NW202,1,1,1
NW2020,1,1,0
NW2021,1,1,1
NW2022,1,0,0
NW2023,1,1,0
NW2024,0,1,0
NW2025,0,1,0
NW2026,1,1,1
NW2027,1,1,1
NW2028,1,1,0
NW2029,1,1,1
NW203,1,1,0
NW2030,1,1,0
NW2031,1,1,0
NW2032,1,1,0
NW2033,1,1,1
NW2034,0,1,0
NW2035,1,1,1
NW2036,1,1,1
NW2037,1,1,1
NW2038,1,1,1
NW2039,1,1,0
NW204,1,1,1
NW2040,1,1,1
NW2041,1,1,1
NW2042,1,1,0
NW2043,1,1,1
NW2044,1,0,0
NW2045,1,1,0
NW2046,1,1,1
NW2047,1,1,1
NW2048,1,1,0
NW2049,1,1,1
NW205,1,1,1
NW2050,1,1,0
NW2051,1,1,0
NW2052,1,1,0
NW2053,1,1,0
NW2054,1,1,0
NW2055,1,1,1
NW2056,0,1,0
NW2057,0,1,0
NW2058,1,1,0
NW2059,1,1,1
NW206,1,1,0
NW2060,1,0,0
NW2061,1,1,0
NW2062,1,0,1
NW2063,1,1,0
NW2064,0,1,1
NW2065,1,1,1
NW2066,1,1,1
NW2067,1,1,1
NW2068,1,1,0
NW2069,1,1,0
NW207,1,1,1
NW2070,1,1,0
NW2071,1,1,0
NW2072,1,1,1
NW2073,1,1,1
NW2074,1,1,1
NW2075,1,1,0
NW2076,1,1,0
NW2077,1,1,0
NW2078,1,1,0
NW2079,1,0,1
NW208,0,1,0
NW2080,1,1,1
NW2081,1,1,1
NW2082,1,1,1
NW2083,1,1,1
NW2084,1,1,1
NW2085,1,1,0
NW2086,1,1,0
NW2087,1,1,1
NW2088,1,1,0
NW2089,1,1,1
NW209,0,1,1
NW2090,1,1,1
NW2091,1,1,0
NW2092,1,1,1
NW2093,1,1,0
NW2094,1,1,1
NW2095,1,1,0
NW2096,1,1,1
NW2097,1,1,1
NW2098,1,1,1
NW2099,1,1,1
NW21,1,1,0
NW210,1,1,0
NW2100,1,1,1
NW2101,1,1,1
NW2102,1,1,0
NW2103,1,1,1
NW2104,1,1,1
NW2105,1,1,1
NW2106,1,1,1
NW2107,1,1,0
NW2108,1,1,0
NW2109,1,1,1
NW211,1,1,0
NW2110,1,1,1
NW2111,1,1,1
NW2112,1,1,0
NW2113,1,1,1
NW2114,1,1,1
NW2115,1,1,1
NW2116,0,1,0
NW2117,1,1,1
NW2118,1,1,0
NW2119,1,0,0
NW212,1,1,0
NW2120,1,1,1
NW2121,1,1,1
NW2122,1,1,1
NW2123,1,1,0
NW2124,1,1,1
NW2125,1,1,0
NW2126,1,1,0
NW2127,1,1,1
NW2128,1,1,0
NW2129,1,1,0
NW213,1,1,1
NW2130,0,1,0
NW2131,1,1,1
NW2132,1,1,1
NW2133,0,1,0
NW2134,1,1,0
NW2135,1,0,0
NW2136,1,0,0
NW2137,1,1,0
NW2138,1,0,0
NW2139,1,0,1
NW214,1,1,0
NW2140,1,1,0
NW2141,1,1,1
NW2142,1,0,1
NW2143,1,0,1
NW2144,1,0,1
NW2145,1,0,1
NW2146,1,0,0
NW2147,1,0,1
NW2148,1,0,1
NW2149,1,1,1
NW215,1,1,1
NW2150,1,0,1
NW2151,1,0,0
NW2152,1,1,1
NW2153,1,0,1
NW2154,1,0,1
NW2155,1,1,0
NW2156,0,1,0
NW2157,1,1,1
NW2158,1,1,1
NW2159,1,0,1
NW216,1,1,1
NW2160,1,0,1
NW2161,1,0,1
NW2162,1,0,1
NW2163,0,1,0
NW2164,1,1,0
NW2165,1,0,0
NW2166,1,1,1
NW2167,1,1,1
NW2168,1,1,1
NW2169,1,0,0
NW217,1,1,1
NW2170,1,1,0
NW2171,1,1,0
NW2172,1,1,0
NW2173,1,1,0
NW2174,1,1,0
NW2175,0,0,1
NW2176,0,1,1
NW2177,0,1,1
NW2178,1,1,0
NW2179,1,1,0
NW218,1,0,1
NW2180,1,1,1
NW2181,1,0,0
NW2182,1,1,1
NW2183,0,1,1
NW2184,1,1,0
NW2185,1,1,0
NW2186,0,1,1
NW2187,1,1,1
NW2188,1,1,1
NW2189,1,1,0
NW219,1,1,1
NW2190,1,0,0
NW2191,1,0,0
NW2192,1,1,1
NW2193,1,1,1
NW2194,1,1,1
NW2196,1,0,0
NW2197,1,1,1
NW2198,0,1,0
NW2199,0,0,1
NW22,1,1,1
NW220,1,1,0
NW2200,0,1,0
NW2201,1,0,0
NW2202,1,1,1
NW2203,1,1,0
NW2204,1,0,0
NW2205,1,1,0
NW2206,1,1,0
NW2207,1,1,0
NW2208,1,1,0
NW2209,1,1,1
NW221,1,1,1
NW2210,1,1,0
NW2211,1,0,1
NW2212,0,1,0
NW2213,1,1,0
NW2214,1,0,0
NW2215,1,0,0
NW2216,1,1,0
NW2217,0,0,1
NW2218,1,1,0
NW2219,1,0,0
NW222,1,1,0
NW2220,1,0,1
NW2222,1,0,0
NW2223,1,1,0
NW2224,1,1,0
NW2225,1,1,0
NW2226,1,1,0
NW2227,1,1,1
NW2228,1,1,0
NW2229,1,1,0
NW223,1,1,0
NW2230,1,1,0
NW2231,0,1,1
NW2232,1,0,0
NW2233,1,1,0
NW2234,1,1,1
NW2235,1,1,1
NW2236,1,1,0
NW2237,1,1,0
NW2238,1,1,0
NW2239,0,1,0
NW224,1,1,1
NW2240,1,1,1
NW2241,1,1,0
NW2242,0,1,0
NW2243,0,1,1
NW2244,0,1,0
NW2245,1,1,0
NW2246,1,1,0
NW2247,1,1,0
NW2248,1,1,1
NW2249,0,1,0
NW225,1,1,1
NW2250,1,1,1
NW2251,0,1,1
NW2252,1,1,0
NW2253,1,1,0
NW2254,1,1,1
NW2255,1,1,1
NW2256,1,1,1
NW2257,1,1,0
NW2258,0,1,1
NW2259,1,1,1
NW226,1,1,1
NW2260,0,1,0
NW2261,1,1,1
NW2262,1,1,1
NW2263,1,1,0
NW2264,1,1,0
NW2265,1,1,0
NW2266,1,1,0
NW2267,0,1,1
NW2268,1,0,0
NW2269,1,1,0
NW227,1,1,1
NW2270,1,1,0
NW2271,1,1,1
NW2272,1,1,1
NW2273,1,1,1
NW2274,1,1,1
NW2275,1,1,1
NW2276,1,1,0
NW2277,0,1,1
NW2278,1,1,0
NW2279,1,1,1
NW228,1,1,0
NW2280,0,1,1
NW2281,1,1,0
NW2282,1,1,0
NW2283,1,1,0
NW2284,0,1,0
NW2285,1,1,0
NW2286,0,1,0
NW2287,1,1,0
NW2288,1,1,0
NW2289,1,1,0
NW229,1,1,1
NW2290,1,1,0
NW2291,1,1,0
NW2292,1,1,0
NW2293,1,1,0
NW2294,1,1,1
NW2295,0,1,1
NW2296,1,1,1
NW2297,1,1,0
NW2298,0,1,1
NW2299,1,1,0
NW23,0,1,0
NW230,1,1,1
NW2300,0,1,0
NW2301,1,1,0
NW2302,1,1,1
NW2303,1,1,1
NW2304,1,1,0
NW2305,1,1,0
NW2306,0,1,0
NW2307,1,1,1
NW2308,1,1,0
NW2309,1,1,0
NW231,1,1,1
NW2310,1,1,0
NW2311,0,1,0
NW2312,1,1,1
NW2313,1,1,1
NW2314,1,1,0
NW2315,1,1,1
NW2316,1,1,1
NW2317,1,1,0
NW2318,1,1,1
NW2319,1,1,1
NW232,1,1,0
NW2320,1,1,1
NW2321,1,1,0
NW2322,1,1,0
NW2323,1,1,1
NW2324,1,1,0
NW2325,1,1,1
NW2326,1,1,1
NW2327,1,1,0
NW2328,1,1,1
NW2329,1,1,0
NW233,1,1,0
NW2330,0,1,0
NW2331,1,1,1
NW2332,1,1,1
NW2333,0,1,0
NW2334,1,1,1
NW2335,0,1,1
NW2336,1,1,0
NW2337,1,1,0
NW2338,1,1,0
NW2339,0,1,1
NW234,1,1,1
NW2340,1,1,0
NW2341,1,1,1
NW2342,1,1,0
NW2343,1,1,0
NW2344,0,1,0
NW2345,1,1,0
NW2346,1,1,0
NW2347,0,1,1
NW2348,1,0,0
NW2349,1,0,1
NW235,1,1,1
NW2350,1,0,0
NW2351,0,1,0
NW2352,0,1,0
NW2353,1,1,0
NW2354,1,1,0
NW2355,1,1,0
NW2356,1,1,1
NW2357,1,1,0
NW2358,1,1,1
NW2359,0,1,0
NW236,1,1,1
NW2360,1,1,0
NW2361,1,1,0
NW2362,1,1,1
NW2363,0,1,0
NW2364,1,1,1
NW2365,1,1,1
NW2366,1,1,0
NW2367,1,1,0
NW2368,1,1,1
NW2369,0,1,0
NW237,1,1,0
NW2370,0,1,0
NW2371,0,1,0
NW2372,1,1,0
NW2373,0,1,0
NW2374,1,1,1
NW2375,1,1,1
NW2376,1,1,1
NW2377,1,1,0
NW2378,1,1,0
NW2379,1,1,0
NW238,1,1,1
NW2380,1,1,0
NW2381,0,1,1
NW2382,0,1,1
NW2383,1,1,0
NW2384,0,1,1
NW2385,1,1,0
NW2386,1,1,0
NW2387,1,1,0
NW2388,0,1,1
NW2389,1,0,0
NW239,0,1,0
NW2390,1,1,0
NW2391,1,1,0
NW2392,1,0,0
NW2393,1,1,0
NW2394,0,1,0
NW2395,1,1,1
NW2396,1,1,0
NW2397,1,1,0
NW2398,1,1,0
NW2399,1,1,0
NW24,1,1,1
NW240,0,1,0
NW2400,1,1,0
NW2401,0,1,0
NW2402,1,1,0
NW2403,1,1,0
NW2404,1,1,1
NW2405,1,1,0
NW2406,1,1,0
NW2407,0,1,1
NW2408,1,1,1
NW2409,1,1,0
NW241,1,1,1
NW2410,1,1,0
NW2411,1,1,1
NW2412,1,1,0
NW2413,1,1,1
NW2414,0,0,1
NW2415,0,1,1
NW2416,0,1,1
NW2417,0,1,1
NW2418,1,1,0
NW2419,1,1,1
NW242,1,1,1
NW2420,1,1,1
NW2421,1,1,0
NW2422,1,1,0
NW2423,0,0,1
NW2424,1,0,1
NW2425,1,1,1
NW2426,1,1,1
NW2427,1,1,0
NW2428,1,1,0
NW2429,1,1,1
NW243,1,1,1
NW2430,1,1,0
NW2431,1,1,0
NW2432,1,1,0
NW2433,1,1,0
NW2434,0,1,1
NW2435,1,1,0
NW2436,0,1,0
NW2437,1,1,0
NW2438,1,1,1
NW2439,1,1,1
NW244,1,1,0
NW2440,1,1,0
NW2441,1,1,0
NW2442,1,1,0
NW2443,1,1,0
NW2444,1,1,1
NW2445,1,1,0
NW2446,1,1,0
NW2447,1,0,0
NW2448,1,1,1
NW2449,0,1,0
NW245,0,1,1
NW2450,1,1,0
NW2451,1,1,0
NW2452,1,1,0
NW2453,1,1,0
NW2454,1,1,0
NW2455,1,1,0
NW2456,1,0,0
NW2457,1,0,0
NW2458,1,1,0
NW2459,1,0,0
NW246,1,1,0
NW2460,1,1,1
NW2461,0,1,0
NW2462,1,1,0
NW2463,1,1,0
NW2464,0,1,1
NW2465,1,1,0
NW2466,0,1,0
NW2467,1,1,0
NW2468,1,1,0
NW2469,1,0,0
NW247,1,1,1
NW2470,1,1,0
NW2471,1,1,0
NW2472,1,1,0
NW2473,1,1,0
NW2474,0,1,0
NW2475,1,1,0
NW2476,1,1,0
NW2477,1,1,1
NW2478,1,1,0
NW2479,1,1,0
NW248,1,1,1
NW2480,1,1,0
NW2481,1,1,0
NW2482,0,1,1
NW2483,1,1,0
NW2484,1,1,0
NW2485,1,1,0
NW2486,0,1,0
NW2487,0,1,0
NW2488,0,1,0
NW2489,1,1,0
NW249,1,1,0
NW2490,0,1,1
NW2491,1,1,1
NW2492,1,1,0
NW2493,1,1,0
NW2494,0,1,0
NW2495,1,1,1
NW2496,1,1,1
NW2497,0,1,0
NW2498,1,1,0
NW2499,1,1,0
NW25,1,1,1
NW250,1,1,1
NW2500,0,1,0
NW2501,1,1,1
NW2502,1,1,0
NW2503,1,1,0
NW2504,1,1,0
NW2505,0,1,0
NW2506,1,1,0
NW2507,0,1,0
NW2508,1,1,0
NW2509,1,1,0
NW251,1,1,1
NW2510,1,1,0
NW2511,1,1,0
NW2512,0,1,1
NW2513,1,1,0
NW2514,1,1,0
NW2515,1,1,0
NW2516,1,1,0
NW2517,1,1,0
NW2518,1,1,0
NW2519,1,1,0
NW252,1,1,1
NW2520,0,1,0
NW2521,0,1,0
NW2522,1,1,0
NW2523,1,1,1
NW2524,1,1,0
NW2525,1,1,0
NW2526,1,1,1
NW2527,1,1,0
NW2528,1,1,0
NW2529,1,1,0
NW253,1,1,1
NW2530,1,1,0
NW2531,0,1,0
NW2532,1,1,0
NW2533,1,1,0
NW2534,1,1,0
NW2535,1,1,0
NW2536,1,1,0
NW2537,1,1,0
NW2538,1,1,0
NW2539,1,1,0
NW254,1,1,0
NW2540,0,1,0
NW2541,0,1,0
NW2542,1,1,0
NW2543,1,1,0
NW2544,1,1,0
NW2545,1,1,0
NW2546,1,1,0
NW2547,1,1,0
NW2548,0,1,0
NW2549,1,1,0
NW255,1,1,1
NW2550,1,1,0
NW2551,1,1,0
NW2552,1,1,0
NW2553,0,1,0
NW2554,1,1,0
NW2556,1,1,0
NW2557,0,1,0
NW2558,0,1,0
NW2559,0,1,0
NW256,1,1,1
NW2560,1,1,0
NW2561,1,1,0
NW2562,0,1,0
NW2563,0,1,0
NW2564,0,1,0
NW2565,1,1,0
NW2566,1,1,0
NW2567,1,1,0
NW2569,1,1,0
NW257,1,1,0
NW2570,1,1,0
NW2571,1,0,0
NW2572,1,1,0
NW2573,1,0,0
NW2574,1,0,0
NW2575,1,1,0
NW2576,1,0,0
NW2577,1,1,1
NW2578,1,1,0
NW2579,1,1,0
NW258,1,1,0
NW2580,1,1,0
NW2581,1,1,0
NW2583,0,1,0
NW2584,1,1,0
NW2585,0,1,0
NW2586,1,0,0
NW2587,1,0,0
NW2588,1,0,0
NW2589,1,0,0
NW259,1,1,1
NW2590,1,1,0
NW2591,1,1,0
NW2592,0,1,0
NW2593,1,0,0
NW2594,1,1,0
NW2595,1,0,0
NW2596,1,0,0
NW2597,1,0,0
NW2598,1,0,0
NW2599,1,1,0
NW26,1,1,1
NW260,1,1,1
NW2600,1,1,0
NW2601,1,0,0
NW2602,1,1,0
NW2603,1,1,0
NW2604,1,1,1
NW2605,1,1,0
NW2607,1,0,0
NW2608,1,1,0
NW2609,1,1,0
NW261,1,1,1
NW2610,0,1,0
NW2611,1,0,1
NW2612,1,0,0
NW2613,1,1,0
NW2614,1,1,0
NW2615,1,1,0
NW2616,1,1,0
NW2617,1,1,0
NW2618,1,1,0
NW2619,0,1,0
NW262,1,1,0
NW2621,1,1,0
NW2622,1,1,0
NW2623,1,1,0
NW2624,1,0,0
NW2625,1,0,0
NW2626,0,1,0
NW2627,1,0,0
NW2628,1,1,0
NW2629,1,0,0
NW263,1,1,1
NW2630,1,0,0
NW2631,1,0,0
NW2632,1,1,0
NW2633,1,0,0
NW2634,1,1,0
NW2636,1,1,0
NW2637,1,1,0
NW2638,1,0,1
NW2639,1,1,1
NW264,1,1,1
NW2640,1,1,0
NW2641,1,0,0
NW2642,0,1,0
